BBB9,-73,5,-12,24994,1597,3907,-975,355,-233,13456,3406,1,31
BBB9,-66,2,-6,24994,1860,3744,-964,-453,489,13721,3406,1,31
BBB9,-61,5,-10,24994,2211,3661,-1006,516,108,13974,3406,2,31
BBB9,-57,6,-4,24994,1745,3402,-922,-495,-41,14196,3406,1,31
BBB9,-46,5,-7,24994,1916,3071,-1028,265,685,14383,3406,1,31
BBB9,-46,7,-6,24994,1707,3023,-938,-38,-407,14620,3406,2,31
BBB9,-40,-2,-5,24994,1584,2567,-965,-451,548,14829,3406,0,31
BBB9,-35,-2,2,24994,1410,2744,-1020,488,405,14991,3406,2,31
BBB9,-31,3,1,24994,1713,2483,-933,-39,-417,15182,3406,0,31
BBB9,-26,-2,-2,24994,1313,2241,-919,-561,382,15323,3406,1,31
BBB9,-22,1,-3,24994,1150,2441,-1000,558,293,15528,3406,2,31
BBB9,-21,0,-3,24994,1284,2053,-913,120,-461,15704,3406,1,31
BBB9,-18,-1,1,24994,1069,1604,-872,-597,25,15811,3406,1,31
BBB9,-13,0,-1,24994,306,1629,-944,-186,878,15951,3406,0,31
BBB9,-13,-2,0,23872,408,1648,-955,538,540,16057,3406,2,31
BBB9,-8,1,-2,22354,1352,1770,-897,516,-264,16147,3406,1,31
BBB9,-8,1,0,20542,1438,1853,-807,-152,-544,16243,3406,1,31
BBB9,-6,0,0,18558,973,913,-776,-657,-107,16311,3406,1,31
BBB9,-5,0,-1,17132,-120,700,-813,-637,664,16408,3406,1,31
BBB9,-4,0,-1,15838,-906,654,-837,-142,1047,16461,3406,1,31
BBB9,-3,0,-2,14571,-949,1280,-797,430,974,16515,3406,1,31
BBB9,-2,-1,0,13233,-575,1891,-748,835,488,16568,3406,2,31
BBB9,-1,-1,0,11861,595,1780,-649,828,-213,16621,3406,6,31
BBB9,-1,-2,1,10800,1661,1647,-520,490,-714,16660,3406,1,31
BBB9,0,0,1,9933,2838,1125,-377,10,-907,16684,3406,0,31
BBB9,-1,0,1,9347,3592,-253,-191,-488,-808,16692,3406,1,31
BBB9,-2,1,1,9343,3235,-2233,27,-894,-416,16706,3406,3,31
BBB9,-3,0,0,9047,1863,-4105,275,-1090,107,16714,3406,2,31
BBB9,-5,1,0,8831,-493,-4948,531,-976,657,16698,3406,1,31
